"probeset","gene","EntrezGene.ID","best_probe"
"213246_at","C14orf109","26175",TRUE
"213247_at","SVEP1","79987",TRUE
"213248_at","LOC730101","730101",TRUE
"213249_at","FBXL7","23194",TRUE
"213250_at","CCDC85B","11007",TRUE
"213251_at","SMARCA5","8467",FALSE
"213252_at","SH3PXD2A","9644",FALSE
"213253_at","SMC2","10592",TRUE
"213254_at","TNRC6B","23112",TRUE
"213256_at","MARCH3","115123",TRUE
"213257_at","SARM1 /// TMEM199","147007 /// 23098",FALSE
"213258_at","TFPI","7035",FALSE
"213259_s_at","SARM1 /// TMEM199","147007 /// 23098",FALSE
"213260_at","FOXC1","2296",TRUE
"213261_at","TRANK1","9881",TRUE
"213262_at","SACS","26278",TRUE
"213263_s_at","PCBP2","5094",FALSE
"213264_at","PCBP2","5094",TRUE
"213265_at","PGA3 /// PGA4 /// PGA5","5222 /// 643834 /// 643847",FALSE
"213266_at","TUBGCP4","27229",TRUE
"213267_at","DOPEY1 /// LOC100509911","100509911 /// 23033",FALSE
"213268_at","CAMTA1","23261",TRUE
"213269_at","ZNF248","57209",TRUE
"213270_at","MPP2","4355",FALSE
"213271_s_at","DOPEY1","23033",FALSE
"213272_s_at","TMEM159","57146",TRUE
"213273_at","ODZ4","26011",TRUE
"213274_s_at","CTSB","1508",FALSE
"213275_x_at","CTSB","1508",FALSE
"213276_at","CAMK2B","816",FALSE
"213277_at","ZFP36L1","677",TRUE
"213278_at","MTMR9","66036",TRUE
"213279_at","DHRS1","115817",TRUE
"213280_at","RAP1GAP2","23108",TRUE
"213281_at","JUN","3725",FALSE
"213282_at","APOOL","139322",FALSE
"213283_s_at","SALL2","6297",TRUE
"213284_at","ZFP36L1","677",FALSE
"213285_at","TMEM30B","161291",TRUE
"213286_at","ZFR","51663",TRUE
"213287_s_at","KRT10","3858",FALSE
"213288_at","MBOAT2","129642",TRUE
"213289_at","APOOL","139322",FALSE
"213290_at","COL6A2","1292",FALSE
"213291_s_at","UBE3A","7337",FALSE
"213292_s_at","SNX13","23161",FALSE
"213293_s_at","TRIM22","10346",TRUE
"213294_at","EIF2AK2","5610",FALSE
"213295_at","CYLD","1540",FALSE
"213296_at","RER1","11079",FALSE
"213297_at","RMND5B","64777",FALSE
"213298_at","NFIC","4782",TRUE
"213299_at","ZBTB7A","51341",FALSE
"213300_at","ATG2A","23130",TRUE
"213301_x_at","TRIM24","8805",FALSE
"213302_at","PFAS","5198",TRUE
"213303_x_at","ZBTB7A","51341",TRUE
"213304_at","FAM179B","23116",TRUE
"213305_s_at","PPP2R5C","5527",TRUE
"213306_at","MPDZ","8777",TRUE
"213307_at","SHANK2","22941",FALSE
"213308_at","SHANK2","22941",TRUE
"213309_at","PLCL2","23228",TRUE
"213310_at","EIF2C2","27161",TRUE
"213311_s_at","TCF25","22980",TRUE
"213312_at","C6orf162","57150",TRUE
"213313_at","RABGAP1","23637",FALSE
"213314_at","C6orf162","57150",FALSE
"213315_x_at","CXorf40A","91966",TRUE
"213316_at","KIAA1462","57608",TRUE
"213317_at","CLIC5","53405",TRUE
"213318_s_at","BAT3","7917",TRUE
"213319_s_at","CSDA","8531",FALSE
"213320_at","PRMT3","10196",TRUE
"213321_at","BCKDHB","594",TRUE
"213322_at","C6orf130","221443",TRUE
"213323_s_at","ZC3H7B","23264",FALSE
"213324_at","SRC","6714",FALSE
"213325_at","PVRL3","25945",TRUE
"213326_at","VAMP1","6843",FALSE
"213327_s_at","USP12","219333",FALSE
"213328_at","NEK1","4750",FALSE
"213329_at","SRGAP2","23380",TRUE
"213330_s_at","STIP1","10963",FALSE
"213331_s_at","NEK1","4750",FALSE
"213332_at","PAPPA2","60676",FALSE
"213333_at","MDH2","4191",FALSE
"213334_x_at","HAUS7","55559",TRUE
"213335_s_at","ST3GAL6","10402",TRUE
"213336_at","BAZ1B","9031",FALSE
"213337_s_at","SOCS1","8651",FALSE
"213338_at","TMEM158","25907",TRUE
"213339_at","KIAA0495","57212",TRUE
"213340_s_at","KIAA0495","57212",FALSE
"213341_at","FEM1C","56929",TRUE
"213342_at","YAP1","10413",TRUE
"213343_s_at","GDPD5","81544",TRUE
"213344_s_at","H2AFX","3014",FALSE
"213345_at","NFATC4","4776",FALSE
"213346_at","C13orf27","93081",TRUE
"213347_x_at","RPS4X","6191",TRUE
"213348_at","CDKN1C","1028",FALSE
"213349_at","TMCC1","23023",FALSE
"213350_at","RPS11","6205",TRUE
"213351_s_at","TMCC1","23023",TRUE
"213352_at","TMCC1","23023",FALSE
"213353_at","ABCA5","23461",TRUE
"213354_s_at","NR2F6","2063",FALSE
"213355_at","ST3GAL6","10402",FALSE
"213356_x_at","HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10","144983 /// 3178 /// 664709",FALSE
"213357_at","GTF2H5","404672",TRUE
"213358_at","KIAA0802","23255",TRUE
"213359_at","HNRNPD","3184",FALSE
"213360_s_at","POM121 /// POM121C","100101267 /// 9883",FALSE
"213361_at","TDRD7","23424",TRUE
"213362_at","PTPRD","5789",FALSE
"213363_at","CA5BP","340591",TRUE
"213364_s_at","SNX1","6642",TRUE
"213365_at","ERI2","112479",TRUE
"213366_x_at","ATP5C1","509",FALSE
"213367_at","LOC155060","155060",TRUE
"213368_x_at","PPFIA3","8541",TRUE
"213369_at","CDHR1","92211",TRUE
"213370_s_at","SFMBT1","51460",TRUE
"213371_at","LDB3","11155",TRUE
"213372_at","PAQR3","152559",TRUE
"213373_s_at","CASP8","841",FALSE
"213374_x_at","HIBCH","26275",TRUE
"213375_s_at","N4BP2L1","90634",FALSE
"213376_at","ZBTB1","22890",FALSE
"213377_x_at","RPS12","6206",TRUE
"213378_s_at","DDX11 /// DDX12 /// LOC642846","1663 /// 440081 /// 642846",FALSE
"213379_at","COQ2","27235",TRUE
"213380_x_at","MST1P9","11223",FALSE
"213381_at","C10orf72","196740",TRUE
"213382_at","MST1 /// MST1P2 /// MST1P9","11209 /// 11223 /// 4485",FALSE
"213383_at","SBF1","6305",FALSE
"213384_x_at","PLCB3","5331",TRUE
"213385_at","CHN2","1124",FALSE
"213386_at","C9orf125","84302",TRUE
"213387_at","ATAD2B","54454",TRUE
"213388_at","PDE4DIP","9659",FALSE
"213389_at","ZNF592","9640",TRUE
"213390_at","ZC3H4","23211",TRUE
"213391_at","DPY19L4","286148",TRUE
"213392_at","IQCK","124152",FALSE
"213393_at","MFSD9","84804",TRUE
"213394_at","MAPKBP1","23005",TRUE
"213395_at","MLC1","23209",TRUE
"213396_s_at","AKAP10","11216",FALSE
"213397_x_at","RNASE4","6038",FALSE
"213398_s_at","SDR39U1","56948",TRUE
"213399_x_at","RPN2","6185",FALSE
"213400_s_at","TBL1X","6907",FALSE
"213402_at","ZNF787","126208",TRUE
"213404_s_at","RHEB","6009",FALSE
"213405_at","RAB22A","57403",FALSE
"213406_at","WSB1","26118",TRUE
"213407_at","PHLPP2","23035",FALSE
"213408_s_at","PI4KA /// PI4KAP1 /// PI4KAP2","375133 /// 5297 /// 728233",FALSE
"213409_s_at","RHEB","6009",FALSE
"213410_at","C10orf137","26098",FALSE
"213411_at","ADAM22","53616",FALSE
"213412_at","TJP3","27134",TRUE
"213413_at","STON1","11037",TRUE
"213414_s_at","RPS19","6223",FALSE
"213415_at","CLIC2","1193",TRUE
"213416_at","ITGA4","3676",FALSE
"213417_at","TBX2","6909",TRUE
"213418_at","HSPA6","3310",TRUE
"213419_at","APBB2","323",FALSE
"213420_at","DHX57","90957",TRUE
"213421_x_at","PRSS3","5646",TRUE
"213422_s_at","MXRA8","54587",TRUE
"213423_x_at","TUSC3","7991",TRUE
"213424_at","KIAA0895","23366",TRUE
"213425_at","WNT5A","7474",TRUE
"213426_s_at","CAV2","858",TRUE
"213427_at","RPP40","10799",TRUE
"213428_s_at","COL6A1","1291",FALSE
"213429_at","BICC1","80114",TRUE
"213430_at","RUFY3","22902",FALSE
"213431_x_at","SFI1","9814",FALSE
"213432_at","MUC5B","727897",TRUE
"213433_at","ARL3","403",TRUE
"213434_at","STX2","2054",FALSE
"213435_at","SATB2","23314",FALSE
"213436_at","CNR1","1268",TRUE
"213437_at","RUFY3","22902",FALSE
"213438_at","NFASC","23114",FALSE
"213439_x_at","RUNDC3A","10900",TRUE
"213440_at","RAB1A","5861",FALSE
"213441_x_at","SPDEF","25803",FALSE
"213442_x_at","SPDEF","25803",FALSE
"213443_at","TRADD","8717",TRUE
"213444_at","ZNF862","643641",TRUE
"213445_at","ZC3H3","23144",TRUE
"213446_s_at","IQGAP1","8826",TRUE
"213447_at","IPW","3653",FALSE
"213449_at","POP1","10940",TRUE
"213450_s_at","ICOSLG","23308",FALSE
"213451_x_at","TNXA /// TNXB","7146 /// 7148",FALSE
"213452_at","ZNF184","7738",TRUE
"213453_x_at","GAPDH","2597",FALSE
"213454_at","APITD1","378708",TRUE
"213455_at","FAM114A1","92689",TRUE
"213456_at","SOSTDC1","25928",TRUE
"213457_at","MFHAS1","9258",TRUE
"213458_at","FAM149B1","317662",TRUE
"213459_at","RPL37A","6168",FALSE
"213460_x_at","NSUN5P2","260294",TRUE
"213461_at","NUDT21","11051",TRUE
"213462_at","NPAS2","4862",FALSE
"213463_s_at","FAM149B1","317662",FALSE
"213464_at","LOC100291393 /// SHC2","100291393 /// 25759",FALSE
"213465_s_at","PPP1R7","5510",FALSE
"213466_at","RAB40C","57799",TRUE
"213467_at","RND2","8153",TRUE
"213468_at","ERCC2","2068",TRUE
"213469_at","PGAP1","80055",TRUE
"213470_s_at","HNRNPH1","3187",FALSE
"213471_at","NPHP4","261734",FALSE
"213472_at","HNRNPH1","3187",TRUE
"213473_at","BRAP","8315",FALSE
"213474_at","KCTD7","154881",TRUE
"213475_s_at","ITGAL","3683",TRUE
"213476_x_at","TUBB3","10381",FALSE
"213477_x_at","EEF1A1","1915",FALSE
"213478_at","KAZ","23254",FALSE
"213479_at","NPTX2","4885",TRUE
"213480_at","VAMP4","8674",FALSE
"213481_at","LOC100510626 /// S100A13","100510626 /// 6284",FALSE
"213482_at","DOCK3","1795",TRUE
"213483_at","PPWD1","23398",TRUE
"213485_s_at","ABCC10","89845",TRUE
"213486_at","COPG2IT1","53844",TRUE
"213487_at","MAP2K2","5605",TRUE
"213488_at","SNED1","25992",FALSE
"213489_at","MAPRE2","10982",FALSE
"213490_s_at","MAP2K2","5605",FALSE
"213491_x_at","RPN2","6185",FALSE
"213492_at","COL2A1","1280",FALSE
"213493_at","SNED1","25992",TRUE
"213494_s_at","YY1","7528",FALSE
"213496_at","LPPR4","9890",TRUE
"213497_at","ABTB2","25841",TRUE
"213498_at","CREB3L1","90993",TRUE
"213499_at","CLCN2","1181",TRUE
"213501_at","ACOX1","51",FALSE
"213502_x_at","LOC91316","91316",TRUE
"213503_x_at","ANXA2","302",FALSE
"213504_at","COPS6","10980",TRUE
"213505_s_at","SUGP2","10147",FALSE
"213506_at","F2RL1","2150",TRUE
"213507_s_at","KPNB1","3837",FALSE
"213508_at","C14orf147","171546",FALSE
"213509_x_at","CES2","8824",TRUE
"213510_x_at","LOC220594","220594",TRUE
"213511_s_at","MTMR1","8776",FALSE
"213512_at","C14orf79","122616",TRUE
"213513_x_at","ARPC2","10109",FALSE
"213514_s_at","DIAPH1","1729",FALSE
"213515_x_at","HBG1 /// HBG2","3047 /// 3048",FALSE
"213516_at","AKAP13","11214",TRUE
"213517_at","PCBP2","5094",FALSE
"213518_at","PRKCI","5584",FALSE
"213519_s_at","LAMA2","3908",FALSE
"213520_at","RECQL4","9401",TRUE
"213521_at","PTPN18","26469",FALSE
"213522_s_at","SLC16A3","9123",FALSE
"213523_at","CCNE1","898",TRUE
"213524_s_at","G0S2","50486",TRUE
"213526_s_at","LIN37","55957",TRUE
"213527_s_at","ZNF688","146542",FALSE
"213528_at","C1orf156","92342",TRUE
"213529_at","ZNF688","146542",TRUE
"213530_at","RAB3GAP1","22930",FALSE
"213531_s_at","RAB3GAP1","22930",FALSE
"213532_at","ADAM17","6868",FALSE
"213533_at","D4S234E","27065",FALSE
"213534_s_at","PASK","23178",FALSE
"213535_s_at","UBE2I","7329",FALSE
"213537_at","HLA-DPA1","3113",FALSE
"213538_at","SON","6651",FALSE
"213539_at","CD3D","915",TRUE
"213540_at","HSD17B8","7923",TRUE
"213541_s_at","ERG","2078",TRUE
"213542_at","ZNF710","374655",TRUE
"213543_at","SGCD","6444",TRUE
"213544_at","ING2","3622",TRUE
"213545_x_at","SNX3","8724",TRUE
"213546_at","DKFZP586I1420","222161",TRUE
"213547_at","CAND2","23066",TRUE
"213548_s_at","CDV3","55573",TRUE
"213549_at","PDZD8","118987",TRUE
"213550_s_at","IK /// TMCO6","3550 /// 55374",FALSE
"213551_x_at","PCGF2","7703",FALSE
"213552_at","GLCE","26035",TRUE
"213553_x_at","APOC1","341",FALSE
"213554_s_at","CDV3","55573",FALSE
"213555_at","RWDD2A","112611",TRUE
"213556_at","LOC390940","390940",TRUE
"213557_at","CDK12","51755",TRUE
"213558_at","PCLO","27445",FALSE
"213559_s_at","ZNF467","168544",TRUE
"213560_at","GADD45B","4616",TRUE
"213562_s_at","SQLE","6713",TRUE
"213563_s_at","TUBGCP2","10844",TRUE
"213564_x_at","LDHB","3945",FALSE
"213565_s_at","SMAD6","4091",FALSE
"213566_at","RNASE6","6039",TRUE
"213567_at","KPNA4","3840",FALSE
"213568_at","OSR2","116039",TRUE
"213570_at","EIF4E2","9470",FALSE
"213571_s_at","EIF4E2","9470",TRUE
"213572_s_at","SERPINB1","1992",TRUE
"213575_at","TRA2A","29896",TRUE
"213577_at","SQLE","6713",FALSE
"213578_at","BMPR1A","657",FALSE
"213579_s_at","EP300","2033",FALSE
"213581_at","PDCD2","5134",FALSE
"213582_at","ATP11A","23250",FALSE
"213583_x_at","EEF1A1 /// EEF1A1P9","1915 /// 441032",FALSE
"213584_s_at","CREBZF","58487",FALSE
"213585_s_at","PDCD2","5134",FALSE
"213586_at","CDKN2D","1032",FALSE
"213587_s_at","ATP6V0E2","155066",TRUE
"213588_x_at","RPL14","9045",FALSE
"213589_s_at","B3GNTL1","146712",TRUE
"213590_at","SLC16A5","9121",FALSE
"213591_at","ALDH7A1","501",TRUE
"213592_at","APLNR","187",TRUE
"213593_s_at","TRA2A","29896",FALSE
"213594_x_at","SRSF10","10772",FALSE
"213595_s_at","CDC42BPA","8476",FALSE
"213596_at","CASP4","837",TRUE
"213597_s_at","CTDSPL","10217",FALSE
"213599_at","OIP5","11339",TRUE
"213600_at","SIPA1L3","23094",FALSE
"213601_at","SLIT1","6585",FALSE
"213602_s_at","MMP11","4320",FALSE
"213603_s_at","RAC2","5880",FALSE
"213604_at","TCEB3","6924",FALSE
"213606_s_at","ARHGDIA","396",TRUE
"213607_x_at","NADK","65220",FALSE
"213608_s_at","SRRD","402055",TRUE
"213609_s_at","SEZ6L","23544",FALSE
"213610_s_at","KLHL23","151230",FALSE
"213611_at","AQP5","362",TRUE
"213612_x_at","NBPF10 /// NBPF12 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9","100132406 /// 284565 /// 400818 /// 440675 /// 728841 /// 728936",FALSE
"213613_s_at","NADK","65220",FALSE
"213614_x_at","EEF1A1","1915",FALSE
"213615_at","LPCAT3","10162",FALSE
"213616_at","C18orf10","25941",TRUE
"213617_s_at","C18orf10","25941",FALSE
"213618_at","ARAP2","116984",TRUE
"213619_at","HNRNPH1","3187",FALSE
"213620_s_at","ICAM2","3384",TRUE
"213621_s_at","GUK1","2987",FALSE
"213622_at","COL9A2","1298",TRUE
"213623_at","KIF3A","11127",TRUE
"213624_at","SMPDL3A","10924",TRUE
"213625_at","ZKSCAN4","387032",TRUE
"213626_at","CBR4","84869",TRUE
"213627_at","MAGED2","10916",FALSE
"213628_at","CLCC1","23155",FALSE
"213629_x_at","MT1F","4494",FALSE
"213630_at","NACAD","23148",TRUE
"213631_x_at","DHODH","1723",TRUE
"213632_at","DHODH","1723",FALSE
"213633_at","SH3BP1","23616",TRUE
"213634_s_at","TRMU","55687",TRUE
"213635_s_at","SAFB","6294",TRUE
"213636_at","KIAA1045","23349",FALSE
"213637_at","DDX52","11056",TRUE
"213638_at","PHACTR1","221692",TRUE
"213639_s_at","ZNF500","26048",FALSE
"213640_s_at","LOX","4015",TRUE
"213641_at","ZNF500","26048",TRUE
"213643_s_at","INPP5B","3633",TRUE
"213644_at","CCDC46","201134",TRUE
"213645_at","ENOSF1","55556",FALSE
"213646_x_at","TUBA1B","10376",FALSE
"213647_at","DNA2","1763",TRUE
"213648_at","EXOSC7","23016",FALSE
"213649_at","SRSF7","6432",FALSE
"213650_at","LOC100509749","100509749",TRUE
"213651_at","INPP5J","27124",TRUE
"213652_at","PCSK5","5125",TRUE
"213653_at","METTL3","56339",TRUE
"213654_at","TAF5L","27097",TRUE
"213655_at","YWHAE","7531",FALSE
"213656_s_at","KLC1","3831",FALSE
"213659_at","ZNF75D","7626",TRUE
"213660_s_at","TOP3B","8940",FALSE
"213661_at","PAMR1","25891",TRUE
"213664_at","SLC1A1","6505",FALSE
"213665_at","SOX4","6659",TRUE
"213666_at","SEPT6","23157",FALSE
"213667_at","SRCAP","10847",FALSE
"213668_s_at","SOX4","6659",FALSE
"213669_at","FCHO1","23149",TRUE
"213670_x_at","NSUN5P1","155400",TRUE
"213671_s_at","MARS","4141",FALSE
"213672_at","MARS","4141",TRUE
"213673_x_at","NENF","29937",TRUE
"213674_x_at","IGHD","3495",TRUE
"213676_at","TMEM151B","441151",FALSE
"213677_s_at","PMS1","5378",TRUE
"213678_at","TMEM151B","441151",TRUE
"213679_at","TTC30A","92104",TRUE
"213680_at","KRT6B","3854",TRUE
"213681_at","CYHR1","50626",TRUE
"213682_at","NUP50","10762",FALSE
"213683_at","ACSL6","23305",TRUE
"213684_s_at","PDLIM5","10611",FALSE
"213686_at","VPS13A","23230",FALSE
"213687_s_at","RPL35A","6165",FALSE
"213688_at","CALM1","801",TRUE
"213689_x_at","FAM69A","388650",TRUE
"213690_s_at","LOC100506002","100506002",FALSE
"213691_at","LOC100506002","100506002",FALSE
"213692_s_at","VDR","7421",TRUE
"213693_s_at","MUC1","4582",TRUE
"213694_at","RSBN1","54665",TRUE
"213695_at","PON3","5446",TRUE
"213696_s_at","MED8","112950",FALSE
"213697_at","HIPK3","10114",FALSE
"213698_at","LOC100130633 /// ZMYM6","100130633 /// 9204",FALSE
"213699_s_at","YWHAQ","10971",FALSE
"213701_at","C12orf29","91298",TRUE
"213702_x_at","ASAH1","427",FALSE
"213703_at","LOC150759","150759",TRUE
"213704_at","RABGGTB","5876",TRUE
"213705_at","LOC100509558 /// LOC100510047","100509558 /// 100510047",FALSE
"213706_at","GPD1","2819",TRUE
"213707_s_at","DLX5","1749",TRUE
"213708_s_at","MLX","6945",FALSE
"213709_at","BHLHB9","80823",TRUE
"213710_s_at","CALM1","801",FALSE
"213711_at","KRT81","3887",TRUE
"213712_at","ELOVL2","54898",TRUE
"213713_s_at","GLB1L2","89944",TRUE
"213714_at","CACNB2","783",TRUE
"213715_s_at","KANK3","256949",TRUE
"213716_s_at","SECTM1","6398",TRUE
"213717_at","LDB3","11155",FALSE
"213718_at","RBM4","5936",TRUE
"213719_s_at","SMARCA4","6597",TRUE
"213720_s_at","SMARCA4","6597",FALSE
"213721_at","SOX2","6657",TRUE
"213722_at","SOX2","6657",FALSE
"213723_s_at","IDUA","3425",FALSE
"213724_s_at","PDK2","5164",TRUE
"213725_x_at","XYLT1","64131",TRUE
"213726_x_at","TUBB2C","10383",TRUE
"213727_x_at","MPPE1","65258",FALSE
"213728_at","LAMP1","3916",FALSE
"213729_at","PRPF40A","55660",FALSE
"213730_x_at","TCF3","6929",FALSE
"213731_s_at","TCF3","6929",FALSE
"213732_at","TCF3","6929",TRUE
"213733_at","MYO1F","4542",TRUE
"213734_at","WSB2","55884",TRUE
"213735_s_at","COX5B","1329",FALSE
"213736_at","COX5B","1329",TRUE
"213737_x_at","GOLGA8H","728498",TRUE
"213738_s_at","ATP5A1","498",TRUE
"213740_s_at","LOC399904","399904",TRUE
"213741_s_at","KPNA1","3836",FALSE
"213742_at","SRSF11","9295",FALSE
"213743_at","CCNT2","905",FALSE
"213744_at","ATRNL1","26033",FALSE
"213745_at","ATRNL1","26033",TRUE
"213746_s_at","FLNA","2316",TRUE
"213748_at","TRIM66","9866",TRUE
"213749_at","MASP1","5648",TRUE
"213750_at","RSL1D1","26156",FALSE
"213751_at","LRRC68","284352",FALSE
"213752_at","KAZ","23254",FALSE
"213753_x_at","EIF5A","1984",FALSE
"213754_s_at","PAIP1","10605",FALSE
"213756_s_at","HSF1","3297",FALSE
"213757_at","EIF5A","1984",FALSE
"213758_at","COX4I1","1327",TRUE
"213759_at","ARL4C","10123",TRUE
"213760_s_at","ZNF330","27309",TRUE
"213761_at","MDM1","56890",FALSE
"213762_x_at","RBMX","27316",TRUE
"213763_at","HIPK2","28996",FALSE
"213764_s_at","MFAP5","8076",TRUE
"213765_at","MFAP5","8076",FALSE
"213766_x_at","GNA11","2767",FALSE
"213767_at","KSR1","8844",TRUE
"213768_s_at","ASCL1","429",FALSE
"213769_at","KSR1","8844",FALSE
"213770_at","KSR1","8844",FALSE
"213771_at","IRF2BP1","26145",TRUE
"213772_s_at","GGA2","23062",FALSE
"213773_x_at","NSUN5","55695",FALSE
"213774_s_at","PPP1R2","5504",TRUE
"213775_x_at","ZNF638","27332",TRUE
"213776_at","LOC157562","157562",TRUE
"213778_x_at","ZNF276","92822",TRUE
"213779_at","EMID1","129080",TRUE
"213780_at","TCHH","7062",TRUE
"213781_at","LRRC68","284352",TRUE
"213782_s_at","MYOZ2","51778",FALSE
"213783_at","MFNG","4242",FALSE
"213784_at","IFT27","11020",FALSE
"213785_at","IPO9","55705",TRUE
"213786_at","TAX1BP1","8887",TRUE
"213787_s_at","EBP","10682",TRUE
"213788_s_at","NCRNA00094","266655",FALSE
"213790_at","ADAM12","8038",FALSE
"213791_at","PENK","5179",TRUE
"213792_s_at","INSR","3643",FALSE
"213793_s_at","HOMER1","9456",TRUE
"213794_s_at","NGDN","25983",FALSE
"213795_s_at","PTPRA","5786",FALSE
"213796_at","SPRR1A","6698",TRUE
"213797_at","RSAD2","91543",TRUE
"213798_s_at","CAP1","10487",TRUE
"213799_s_at","PTPRA","5786",TRUE
"213800_at","CFH","3075",TRUE
"213801_x_at","RPSA","3921",TRUE
"213802_at","PRSS12","8492",TRUE
"213803_at","KPNB1","3837",FALSE
"213804_at","INPP5B","3633",FALSE
"213805_at","ABHD5","51099",FALSE
"213806_at","PURA","5813",TRUE
"213807_x_at","MET","4233",FALSE
"213808_at","ADAM23","8745",TRUE
"213809_x_at","TCF3","6929",FALSE
"213811_x_at","TCF3","6929",FALSE
"213812_s_at","CAMKK2","10645",FALSE
"213814_s_at","SNTB2","6645",FALSE
"213815_x_at","C19orf29","58509",TRUE
"213816_s_at","MET","4233",FALSE
"213817_at","IRAK3","11213",TRUE
"213819_s_at","FLOT1","10211",FALSE
"213820_s_at","STARD5","80765",TRUE
"213821_s_at","IDS","3423",FALSE
"213822_s_at","UBE3B","89910",TRUE
"213823_at","HOXA11","3207",TRUE
"213824_at","OLIG2","10215",FALSE
"213825_at","OLIG2","10215",TRUE
"213827_at","ARHGAP33","115703",FALSE
"213828_x_at","H3F3A /// LOC440926","3020 /// 440926",FALSE
"213829_x_at","RTEL1","51750",FALSE
"213830_at","TRD@","6964",FALSE
"213831_at","HLA-DQA1","3117",FALSE
"213832_at","KCND3","3752",FALSE
"213833_x_at","NOP16","51491",FALSE
"213834_at","IQSEC3","440073",TRUE
"213835_x_at","GTPBP3","84705",TRUE
"213836_s_at","WIPI1","55062",FALSE
"213837_at","L3MBTL1","26013",FALSE
"213838_at","NOL7","51406",TRUE
"213839_at","CLMN","79789",TRUE
"213840_s_at","MRPS12","6183",FALSE
"213842_x_at","NSUN5P2","260294",FALSE
"213843_x_at","SLC6A8","6535",FALSE
"213844_at","HOXA5","3202",TRUE
"213845_at","GRIK2","2898",FALSE
"213846_at","COX7C","1350",FALSE
"213847_at","PRPH","5630",TRUE
"213848_at","DUSP7","1849",FALSE
"213849_s_at","PPP2R2B","5521",TRUE
"213850_s_at","SRSF2IP","9169",TRUE
"213851_at","TMEM110","375346",TRUE
"213852_at","RBM8A","9939",FALSE
"213853_at","DNAJC24","120526",TRUE
"213854_at","SYNGR1","9145",FALSE
"213855_s_at","LIPE","3991",FALSE
"213856_at","CD47","961",TRUE
"213857_s_at","CD47","961",FALSE
"213858_at","ZNF250","58500",TRUE
"213859_x_at","SMARCA5","8467",TRUE
"213860_x_at","CSNK1A1","1452",FALSE
"213861_s_at","FAM119B","25895",TRUE
"213862_at","PNPLA2","57104",TRUE
"213863_s_at","OAZ3","51686",TRUE
"213864_s_at","NAP1L1","4673",FALSE
"213865_at","DCBLD2","131566",TRUE
"213866_at","SAMD14","201191",TRUE
"213867_x_at","ACTB","60",FALSE
"213868_s_at","DHRS7","51635",FALSE
"213869_x_at","THY1","7070",FALSE
"213870_at","COL11A2","1302",TRUE
"213871_s_at","C6orf108","10591",FALSE
"213872_at","C6orf62","81688",TRUE
"213874_at","SERPINA4","5267",TRUE
"213875_x_at","C6orf62","81688",FALSE
"213876_x_at","ZRSR2","8233",TRUE
"213877_x_at","TCEB2","6923",TRUE
"213878_at","PYROXD1","79912",FALSE
"213880_at","LGR5","8549",TRUE
"213881_x_at","SUMO2","6613",FALSE
"213882_at","TM2D1","83941",FALSE
"213883_s_at","TM2D1","83941",FALSE
"213884_s_at","TRIM3","10612",TRUE
"213885_at","TRIM3","10612",FALSE
"213887_s_at","POLR2E","5434",TRUE
"213888_s_at","TRAF3IP3","80342",FALSE
"213890_x_at","RPS16","6217",FALSE
"213891_s_at","TCF4","6925",FALSE
"213892_s_at","APRT","353",FALSE
"213893_x_at","PMS2P5","5383",TRUE
"213894_at","THSD7A","221981",TRUE
"213895_at","EMP1","2012",FALSE
"213896_x_at","FAM149B1","317662",FALSE
"213897_s_at","MRPL23","6150",TRUE
"213898_at","RBM9","23543",FALSE
"213899_at","METAP2","10988",TRUE
"213900_at","FAM189A2","9413",TRUE
"213901_x_at","RBFOX2","23543",TRUE
"213902_at","ASAH1","427",FALSE
"213903_s_at","RQCD1","9125",TRUE
"213905_x_at","BGN","633",FALSE
"213906_at","MYBL1","4603",TRUE
"213907_at","EEF1E1","9521",FALSE
"213908_at","WHAMML1 /// WHAMML2","339005 /// 440253",FALSE
"213909_at","LRRC15","131578",TRUE
"213910_at","IGFBP7","3490",TRUE
"213911_s_at","H2AFZ","3015",FALSE
"213912_at","TBC1D30","23329",FALSE
"213913_s_at","TBC1D30","23329",TRUE
"213914_s_at","SPTBN1","6711",FALSE
"213915_at","NKG7","4818",TRUE
"213916_at","ZNF20 /// ZNF625","7568 /// 90589",FALSE
"213917_at","PAX8","7849",FALSE
"213918_s_at","NIPBL","25836",FALSE
"213919_at","DNAJC4","3338",FALSE
"213920_at","CUX2","23316",TRUE
"213921_at","SST","6750",TRUE
"213922_at","TTBK2","146057",TRUE
"213923_at","RAP2B","5912",FALSE
"213924_at","GNAL","2774",FALSE
"213925_at","C1orf95","375057",TRUE
"213926_s_at","AGFG1","3267",TRUE
"213927_at","MAP3K9","4293",TRUE
"213928_s_at","AGFG1","3267",FALSE
"213929_at","EXPH5","23086",FALSE
"213930_at","ATG12","9140",FALSE
"213931_at","ID2 /// ID2B","3398 /// 84099",FALSE
"213932_x_at","HLA-A","3105",TRUE
"213933_at","PTGER3","5733",FALSE
"213934_s_at","ZNF23","7571",TRUE
"213935_at","ABHD5","51099",TRUE
"213936_x_at","SFTPB","6439",FALSE
"213937_s_at","FTSJ1","24140",FALSE
"213938_at","ERC2","26059",TRUE
